,revid,parentid,timestamp,user,temp,comment,size,sha1,flags,intro_text,minor
10,1339406855,1339406396,2026-02-20T10:15:23Z,Nuvolet,False,,35660,022d6780050972c31ce48c3902143c2630280f0e,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
11,1339406396,1339187670,2026-02-20T10:09:39Z,Nuvolet,False,,35592,ac8227d8e767776f35d0b3d016178e967310380d,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
12,1339187670,1337372208,2026-02-19T10:19:13Z,Nuvolet,False,,35445,ce150e0587fa5a729992ee1dbab8c0852bea4602,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
13,1337372208,1337369588,2026-02-09T02:22:12Z,Oklopfer,False,,35274,526771827f3a465c09ecb76d9107d698e358225a,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
14,1337369588,1337368356,2026-02-09T01:59:16Z,Oklopfer,False,,35356,37a88f8dcc0acf5fa7a2c27ded713b213bc79f8f,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
15,1337368356,1337366371,2026-02-09T01:46:57Z,Oklopfer,False,,35447,78e2658fdebb327c9420817398c6fff00e12a4a5,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
16,1337366371,1337365761,2026-02-09T01:29:07Z,Oklopfer,False,,35448,7f28991a5ff80e450ce79982f7c5b8a6f5583163,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
17,1337365761,1334539232,2026-02-09T01:23:16Z,Oklopfer,False,,35400,69c377c0d30b65f9fc324a283684988c49b989e7,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
18,1334539232,1333972784,2026-01-24T04:23:32Z,LOLCAFAN,False,,35464,561383b2aa96132cdce1b54ff9778eb1a0cd8e4b,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
19,1333972784,1333580855,2026-01-20T20:40:06Z,Scarecroe,False,,35468,b8e39780a72d6f9b420764a49c85f8b05307ea03,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
20,1333580855,1333005396,2026-01-18T16:54:14Z,Flying211,False,,35502,0dfb7bf3a9b833d3ad752b5da904ac51c3970f55,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
21,1333005396,1331464047,2026-01-15T03:39:08Z,Mr Wikony89,False,,35616,bbb910f8e9bf91b5b639d79c117d3cdc3bf4856e,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
22,1331464047,1331298440,2026-01-06T12:36:57Z,ZLima12,False,,35640,d0601fb03a740747d44a655e11dd8443abbf9dd6,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
23,1331298440,1330630635,2026-01-05T17:23:22Z,Wikisempra,False,,35648,dafabdf3f719cd7c95fb1b0900253e2ba5be8490,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
24,1330630635,1330586638,2026-01-01T16:17:51Z,Vanisaac,False,,35606,21c1e4b9bf5f3aaf59a77942bd193d25f6ef9608,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
25,1330586638,1330362081,2026-01-01T09:12:25Z,LinguisticsEditorGuy,False,,35468,88563d0f009a3803461f7d2441d8acbdcffe1e58,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
26,1330362081,1329803383,2025-12-31T00:20:32Z,Greedycell,False,,35582,d440be24a4ac91d1e17fa9a20f59fad22991db55,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
27,1329803383,1328860084,2025-12-28T01:52:10Z,ZLima12,False,,35620,e6dabf4d53e14755c34a87debe1be043ef3ffe2b,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
28,1328860084,1328798816,2025-12-22T05:31:40Z,Vanisaac,False,,35582,d440be24a4ac91d1e17fa9a20f59fad22991db55,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
29,1328798816,1328798456,2025-12-21T22:37:17Z,Stephen Ho 7,False,,35582,96a626a444b5268cc0252f9ab26eae4344d698df,,"X (or x) is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
30,1328798456,1328296356,2025-12-21T22:35:09Z,Stephen Ho 7,False,,35582,117ee72c3441b5aac643c9ae87aebd695cd633cf,,"X [or x] is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
31,1328296356,1328296330,2025-12-19T01:08:34Z,ClueBot NG,False,,35582,d440be24a4ac91d1e17fa9a20f59fad22991db55,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
32,1328296330,1326181356,2025-12-19T01:08:22Z,Kitten56795,False,,999999,,,,False
33,1326181356,1319960466,2025-12-07T15:46:12Z,Scarecroe,False,,35582,d440be24a4ac91d1e17fa9a20f59fad22991db55,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
34,1319960466,1317926636,2025-11-01T23:18:47Z,Citation bot,False,,35639,0c7e3f1f743f6494555ab29d3c0a5402a2c4b56f,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
35,1317926636,1315988808,2025-10-20T21:37:15Z,Keith D,False,,35635,09d9ec97109509ddf1f6ee8f739e15a509eb20fe,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
36,1315988808,1315740114,2025-10-09T20:50:53Z,Cam0mac,False,,35668,9b89cf18f9fd36f579334c3761437a813368843f,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
37,1315740114,1315740060,2025-10-08T10:53:50Z,JMF,False,,35676,0d7e5edd6151d3d1c7e63bdf031ce9ab1a20b683,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
38,1315740060,1314501455,2025-10-08T10:53:26Z,JMF,False,,35671,cfdfee8568976f5f586bb745092e2a3aeb79b853,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
39,1314501455,1310605033,2025-10-01T19:19:03Z,Justindoone,False,,35974,39b171763a47b2a81fb1c75d49e51627bc14a52c,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
40,1310605033,1306104671,2025-09-10T15:39:31Z,Rhinocrat,False,,35802,152a137fb5069d5e06d74e545fba63ceb7554a8f,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
41,1306104671,1306085214,2025-08-15T23:58:08Z,Epsilon.Prota,False,,35820,ecb8ad428aaa1ba4e98a2cfde4de5445562b3909,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
42,1306085214,1305861049,2025-08-15T21:17:42Z,Aerrapc,False,,35838,18ea9627f1b33a10c6620c37432812bb6f9a1da0,,"⟨X⟩, or ⟨x⟩, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
43,1305861049,1305022431,2025-08-14T14:08:58Z,Mibblepedia,False,,35820,ecb8ad428aaa1ba4e98a2cfde4de5445562b3909,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
44,1305022431,1302319284,2025-08-09T15:49:38Z,GhostInTheMachine,False,,34201,116514d20533137e4c5ca7a21f7223aa19665a80,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
45,1302319284,1302315547,2025-07-24T17:35:34Z,Bkonrad,False,,34192,0a71c9b5e4996d4520f569f1775fcfecda807e91,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
46,1302315547,1299550558,2025-07-24T17:07:53Z,FaviFake,False,,34187,2366a9f73f7edb740dd4c2c2e1ccf7050cff8eb1,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
47,1299550558,1294868120,2025-07-09T02:56:23Z,Scarecroe,False,,34135,22b14f07b0e939a89da0e55ed9d418433a53fc26,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
48,1294868120,1293362790,2025-06-10T08:01:09Z,Beland,False,,34168,c55f699a5a7c2fcde8d5b60384255ef87bad8546,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
49,1293362790,1293248318,2025-06-01T08:53:14Z,C.Ezra.M,False,,34153,76baae28975e9681e0a3ada04f916e6570c60bbd,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
50,1293248318,1293123918,2025-05-31T16:39:28Z,KyleSirTalksAlot,False,,34103,ea12140871dbaca3f8b05262df333e1837448b48,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
51,1293123918,1291586206,2025-05-30T20:57:50Z,MouseCursor,False,,34123,d41a0d2dc963fc3f08f2ff2f968708f9f01d6889,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
52,1291586206,1286858078,2025-05-22T04:56:51Z,IznoRepeat,False,,34090,09138730992f8cb8945d68aaf66f11fffe731ce2,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
53,1286858078,1285793966,2025-04-22T12:53:24Z,Graham87,False,,34090,5667f3511c8414e15d68d8f629e4f9e46ed5a332,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
54,1285793966,1281460639,2025-04-15T20:42:10Z,JhonJhonII,False,,34090,5667f3511c8414e15d68d8f629e4f9e46ed5a332,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
55,1281460639,1279627768,2025-03-20T14:43:50Z,KnowDeath,False,,34079,cdb1343644c2ec927d52f4203ec6fd818888f0d6,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
56,1279627768,1278845619,2025-03-09T17:08:03Z,Kepler-1229b,False,,34078,0524fb98e97baaf8f7b8280156d1f2ce982e1e80,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
57,1278845619,1275476437,2025-03-04T23:25:46Z,"Flame, not lame",False,,34093,b5bd2ea2fa69001550af6673eb9f5d346dac8d05,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
58,1275476437,1275474836,2025-02-13T07:27:01Z,AnomieBOT,False,,34050,2152a57e2d809baf34210468e12306e66cfb9aa2,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
59,1275474836,1275474728,2025-02-13T07:06:38Z,JustSomeoneNo,False,,34031,da0d555696c6a2f61f2cbee40731dd5b422d080d,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
60,1275474728,1272454697,2025-02-13T07:05:06Z,JustSomeoneNo,False,,34056,85f73fd1bc0259f867b7ec87e08f52986f6c0c45,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
61,1272454697,1272428961,2025-01-28T18:34:49Z,Arthurfragoso,False,,34006,17a48ce86abc0228196a5e485fca124ed1c64f03,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
62,1272428961,1268017566,2025-01-28T16:05:35Z,QwertyZ34,False,,33974,dd73172c64418e75164cd581aec4b1b7f0998fe1,,"X, or x, is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",False
63,1268017566,1267989288,2025-01-07T20:14:53Z,Kaltenmeyer,False,,33972,3542d9e16dbfb94170017ffa15d42441ea3770d7,,"X or x is the twenty-fourth letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide. Its name in English is ex (pronounced ), plural exes.""X"", Oxford English Dictionary, 2nd edition (1989); Merriam-Webster's Third New International Dictionary of the English Language, Unabridged (1993); ""ex"", op. cit.",True
